Story ID,Story,Prompt,Topic,Polarity,Subjectivity,Column1
American_12,"In ""The Secret of Maplewood Grove,"" ten-year-old Lucy discovers a hidden door in her grandmother's attic that leads to a magical forest. Each tree in Maplewood Grove holds a special secret tied to the town's history. With her adventurous friends, Max and Ella, Lucy embarks on a quest to uncover the mysteries of the grove and restore the town's forgotten stories. Along the way, they learn about courage, friendship, and the importance of preserving their heritage. As they face playful pixies and tricky riddles, Lucy realizes that the greatest magic comes from believing in themselves and each other.",Write a 100 word plot summary for a potential American children's novel.,American,0.2,0.73,
American_13,"In ""The Magic Paintbrush,"" ten-year-old Mia discovers a mysterious paintbrush in her grandmother's attic that brings her drawings to life. With her artistic talent and the brush's magic, Mia creates a vibrant world filled with talking animals and enchanted forests. However, when a mischievous sprite named Flick steals the brush, chaos ensues as all her creations begin to misbehave. Teaming up with her quirky friends and wise grandmother, Mia embarks on a thrilling adventure to reclaim the brush and restore balance. Along the way, she learns the true power of creativity and friendship, discovering that imagination can change the world.",Write a 100 word plot summary for a potential American children's novel.,American,0.32,0.88,
American_14,"In ""The Secret of Whimsy Woods,"" ten-year-old Mia discovers a hidden path in her backyard that leads to a magical forest inhabited by quirky creatures and enchanted plants. With her mischievous neighbor Leo by her side, they embark on an adventure to save the woods from a greedy developer determined to cut it down. Along the way, they befriend a wise old owl, a shy unicorn, and a playful squirrel, each teaching them valuable lessons about friendship, bravery, and the importance of nature. Together, Mia and Leo must rally the forest inhabitants and devise a clever plan to protect their newfound home.",Write a 100 word plot summary for a potential American children's novel.,American,0.03,0.64,
American_15,"**Title: ""The Great Bubble Adventure""**

In the small town of Willow Creek, ten-year-old Mia discovers a magical bubble wand hidden in her attic. When she blows bubbles, they transport her and her loyal dog, Max, to fantastical worlds filled with talking animals and enchanted landscapes. However, trouble arises when a mischievous bubble thief begins stealing the magic bubbles. Determined to save the whimsical realms, Mia and Max embark on an adventurous quest, teaming up with quirky friends they meet along the way. Through courage, friendship, and a sprinkle of imagination, they learn that the true magic lies within themselves.",Write a 100 word plot summary for a potential American children's novel.,American,0.21,0.73,
American_16,"**Title: ""The Secret of Maple Grove""**

When 10-year-old Lily discovers an ancient map hidden in her grandmother's attic, she embarks on a summer adventure with her friends, Max and Emma. The map leads them to Maple Grove, a mystical forest rumored to be home to enchanted creatures. As they explore, the trio encounters talking animals, clever fairies, and a grumpy old troll who guards a hidden treasure. Together, they must solve riddles and overcome obstacles, teaching them about friendship, bravery, and believing in magic. With each challenge, they uncover not just the treasure, but the importance of teamwork and the wonders of their imagination.",Write a 100 word plot summary for a potential American children's novel.,American,-0.0,0.49,
American_17,"In ""The Secret of Willow Creek,"" twelve-year-old Maya discovers a hidden map in her grandmother's attic, leading her to a long-lost treasure said to be protected by a friendly, talking fox named Finn. As Maya and her loyal friends embark on an adventurous quest through the enchanting woods of Willow Creek, they face riddles, magical creatures, and their own fears. Along the way, Maya learns the importance of friendship, courage, and believing in herself. With Finn’s guidance, they unravel the mystery of the treasure, discovering that the true riches lie not in gold but in the bonds they forge together.",Write a 100 word plot summary for a potential American children's novel.,American,0.26,0.74,
American_18,"In ""The Secret Map of Whimsy Woods,"" eleven-year-old Lucy discovers an ancient map hidden in her attic, revealing the location of magical creatures and enchanted treasures deep within Whimsy Woods. Alongside her adventurous friends, Max and Ella, Lucy embarks on a quest filled with talking animals, riddles, and challenges that test their bravery and friendship. As they navigate through the mystical forest, they learn valuable lessons about believing in themselves, the power of teamwork, and the importance of protecting nature. However, a mischievous troll wants the treasures for himself, forcing the trio to outsmart him and save the magic of Whimsy Woods.",Write a 100 word plot summary for a potential American children's novel.,American,0.19,0.67,
American_19,"Title: ""The Secret of Maplewood Grove""

In the quaint town of Maplewood, siblings Mia and Jake stumble upon a hidden map in their grandmother’s attic. The map leads them to a long-forgotten grove where the trees can talk! Each tree shares stories of their adventures, magical creatures, and lessons about friendship, bravery, and kindness. But when a greedy developer threatens to cut down the grove, Mia and Jake must rally the townspeople and use the wisdom of their newfound friends to save it. With courage and creativity, they discover that even the smallest voices can make a big difference in the world.",Write a 100 word plot summary for a potential American children's novel.,American,-0.05,0.42,
American_20,"Title: ""The Secret of Maplewood Grove""

In the quaint town of Maplewood, eleven-year-old Mia discovers a hidden portal in the enchanted grove behind her grandmother's house. The portal leads to a vibrant world called Whimsy Woods, where animals talk, and dreams come alive. With her quirky best friend, Leo, and a wise old owl named Oliver, Mia embarks on a quest to save Whimsy Woods from a mischievous shadow that threatens to steal its magic. Along the way, they learn the true meaning of friendship, bravery, and believing in oneself. Will Mia unlock the grove's secrets and bring light back to Whimsy Woods?",Write a 100 word plot summary for a potential American children's novel.,American,0.18,0.56,
American_21,"Title: **The Secret of Whispering Woods**

In the quiet town of Maple Grove, 10-year-old Lucy discovers a hidden path that leads her to the magical Whispering Woods. There, she befriends a quirky group of talking animals, each with their own unique talent. Together, they embark on a quest to save their enchanted forest from a mysterious blight threatening to silence their voices forever. With courage, creativity, and the help of her new friends, Lucy learns the importance of friendship and teamwork. As they unravel the secrets of the woods, Lucy discovers her own hidden strengths and a sense of belonging she never knew she craved.",Write a 100 word plot summary for a potential American children's novel.,American,0.13,0.74,
American_22,"In the whimsical town of Willow Creek, twelve-year-old Mia discovers a hidden door in her grandmother's attic that leads to a magical realm called Lumoria. Here, colors sing, and animals talk, but the land is fading due to the loss of imagination among its inhabitants. Together with her new friends—a brave squirrel named Pip and a wise old owl named Oliver—Mia embarks on a quest to restore creativity to Lumoria. Along the way, they face challenges that test their courage and teamwork, learning the power of friendship and the importance of believing in the impossible. Adventure awaits!",Write a 100 word plot summary for a potential American children's novel.,American,0.07,0.64,
American_23,"In ""Whiskers and the Magic Paintbrush,"" a curious young girl named Mia discovers an enchanted paintbrush in her grandmother’s attic. When she paints with it, her creations come to life! Excited, Mia brings her drawings—like a mischievous cat named Whiskers—into the real world. Together, they embark on a whimsical adventure, painting rainbows, friendly dragons, and enchanted forests. However, when an unpainted shadow threatens to steal the magic, Mia and Whiskers must use their creativity and teamwork to save their world. Through imagination and friendship, Mia learns that art can inspire courage and bring light even in the darkest of times.",Write a 100 word plot summary for a potential American children's novel.,American,0.21,0.68,
American_24,"**Title: The Adventure of the Lost Star**

In the quaint town of Willow Creek, a curious girl named Mia discovers a glowing star that has fallen from the sky. With her loyal dog, Max, she embarks on a magical quest to return the star to its rightful place among the constellations. Along the way, they encounter whimsical creatures, solve riddles from a wise old owl, and navigate through enchanted forests. As they face challenges and make new friends, Mia learns about bravery, friendship, and the importance of believing in oneself. Will she find the courage to restore the star and save the night sky?",Write a 100 word plot summary for a potential American children's novel.,American,0.17,0.7,
American_25,"In ""The Peculiar Adventures of Petunia Puddle,"" an ordinary girl discovers a magical puddle in her backyard that transports her to whimsical worlds. Each splash leads her to a new adventure: a library where books come to life, a garden where flowers sing, and a land ruled by mischievous talking animals. Alongside her loyal dog, Biscuit, Petunia learns valuable lessons about friendship, courage, and the power of imagination. As she navigates these enchanting realms, she must solve riddles and face challenges to return home, ultimately realizing that the true magic lies within her own heart and creativity.",Write a 100 word plot summary for a potential American children's novel.,American,0.19,0.77,
American_26,"Title: ""The Secret of Maplewood Grove""

In the quaint town of Maplewood, 10-year-old Mia discovers a hidden map in her attic that leads to a secret grove rumored to hold enchanted treasures. Along with her adventurous friends, Leo and Tessa, Mia embarks on a quest filled with riddles, challenges, and mystical creatures. As they journey deeper into the grove, they learn valuable lessons about friendship, bravery, and believing in the impossible. But a mischievous squirrel named Jasper tries to thwart their plans, forcing the trio to outsmart him. Will they unlock the grove's secrets before time runs out? Adventure awaits in Maplewood!",Write a 100 word plot summary for a potential American children's novel.,American,-0.12,0.7,
American_27,"In ""The Secret of Whistler Woods,"" twelve-year-old Mia discovers an ancient map hidden in her grandmother’s attic. The map leads to a mysterious tree in Whistler Woods, rumored to grant one magical wish to those with a pure heart. Alongside her adventurous friend Leo, Mia embarks on a quest filled with riddles, talking animals, and unexpected challenges. As they navigate the enchanted forest, they learn valuable lessons about friendship, courage, and the importance of believing in oneself. When they finally reach the tree, Mia must decide whether to make a wish for herself or help someone in need, testing her true character.",Write a 100 word plot summary for a potential American children's novel.,American,0.15,0.8,
American_28,"In ""The Secret of Maplewood Park,"" twelve-year-old Lucy discovers a hidden map in her grandmother's attic, leading to a mysterious treasure buried in Maplewood Park. Joined by her friends, adventurous Max and shy Emma, they embark on a quest filled with riddles and clues. Along the way, they encounter quirky characters, including a wise old owl and a mischievous squirrel, who help them unveil the park's secrets. As they dig deeper, Lucy learns the true treasure lies not in gold, but in friendship, courage, and the memories they create together. Can they unlock the park's biggest mystery before summer ends?",Write a 100 word plot summary for a potential American children's novel.,American,0.1,0.71,
American_29,"**Title: ""The Secret of Willow Creek""**

When ten-year-old Mia moves to the small town of Willow Creek, she discovers a hidden map in the attic of her new home. Intrigued, she teams up with her adventurous neighbor, Leo, to uncover the secrets of the mysterious creek that winds through the town. As they embark on a thrilling treasure hunt, they encounter quirky townsfolk, solve riddles, and learn about the town's history. Along the way, Mia and Leo forge an unbreakable friendship, uncover a long-lost secret, and discover that the real treasure lies in the memories they create together.",Write a 100 word plot summary for a potential American children's novel.,American,-0.01,0.68,
American_30,"In ""The Magic Paintbrush,"" young Ellie discovers an old paintbrush in her grandmother’s attic that brings her drawings to life. With each stroke, her vivid imagination creates whimsical creatures and enchanting landscapes. However, when a greedy art collector learns of the paintbrush's power, he attempts to steal it for himself. Ellie, joined by her quirky creations—a talking cat and a brave dragon—embark on an adventure to protect the magic. Together, they learn the importance of creativity, friendship, and standing up for what is right. Will Ellie save her magical world before it fades away forever?",Write a 100 word plot summary for a potential American children's novel.,American,0.24,0.74,
American_31,"**Title: The Secret of Maplewood Hollow**

In the quaint town of Maplewood, twelve-year-old Lila discovers an ancient map hidden in her attic that leads to a secret treehouse believed to be enchanted. Alongside her best friends, Max and Oliver, Lila embarks on a thrilling adventure to uncover the treehouse's mysteries. There, they encounter whimsical creatures and puzzles that test their friendship and bravery. As they unveil the treehouse's magic, they learn about the importance of teamwork, courage, and believing in themselves. With time running short, the trio must solve the final riddle to save the treehouse from vanishing forever, forging memories that last a lifetime.",Write a 100 word plot summary for a potential American children's novel.,American,0.02,0.54,
American_32,"In ""The Secret of Whispering Woods,"" ten-year-old Mia discovers an enchanted forest hidden in her backyard. Guided by a mischievous squirrel named Pip, she learns that the forest is home to magical creatures whose powers are fading due to a forgotten friendship. When a gloomy shadow threatens to consume the woods, Mia gathers her friends to embark on a quest to restore harmony. Along the way, they face challenges that test their courage and teamwork, while uncovering the importance of kindness and connection. With bravery and a sprinkle of magic, Mia and her friends must save Whispering Woods before it's too late.",Write a 100 word plot summary for a potential American children's novel.,American,0.0,0.67,
American_33,"**Title: The Whimsical Adventures of Benny and the Time-Traveling Kite**

In the small town of Willow Creek, young Benny discovers an old, colorful kite in his attic. When he flies it on a windy day, the kite whisks him away on a magical journey through time! Benny meets historical figures, dances with dinosaurs, and solves mysteries alongside famous inventors. Each adventure teaches him valuable lessons about courage, friendship, and the importance of believing in himself. With whimsical illustrations and engaging storytelling, Benny's escapades inspire readers to embrace their imagination and explore the wonders of history, proving that adventure is just a kite flight away!",Write a 100 word plot summary for a potential American children's novel.,American,0.09,0.51,
American_34,"**Title: The Great Willow Whispers**

In the quiet town of Maplewood, 10-year-old Emma discovers a magical willow tree that whispers secrets of the past. With the help of her adventurous best friend, Leo, Emma learns that the tree can transport them to pivotal moments in history. As they embark on thrilling adventures, from meeting a courageous suffragette to witnessing the first moon landing, they must solve puzzles to return home. Along the way, Emma and Leo uncover the importance of friendship, courage, and the power of history. Together, they learn that the past shapes the future, and their journey is just beginning.",Write a 100 word plot summary for a potential American children's novel.,American,0.3,0.55,
American_35,"Title: *The Whispering Woods*

In the small town of Maplewood, twelve-year-old Mia discovers an enchanted forest that appears only when the moon is full. Guided by a mischievous fox named Finn, she learns that the trees can talk and have been waiting for a brave heart to help save their magic from a greedy developer. With the help of her friends, Mia embarks on a quest to uncover hidden secrets, solve riddles, and unite the townspeople. As she battles her fears and learns the power of friendship, Mia discovers that sometimes the greatest adventures come from believing in the impossible.",Write a 100 word plot summary for a potential American children's novel.,American,0.2,0.79,
American_36,"Title: **The Secret of Whispering Woods**

In the small town of Maplewood, eleven-year-old Lila discovers an ancient map hidden in her attic. It leads her to the mysterious Whispering Woods, rumored to be enchanted. With her adventurous best friend, Max, Lila sets off on a quest to uncover the secrets of the woods. Along the way, they encounter talking animals, solve riddles posed by a wise old owl, and face the mischievous spirit of the forest. As they unravel the magic of Whispering Woods, Lila learns the importance of friendship, courage, and believing in the extraordinary, ultimately discovering her own hidden strength.",Write a 100 word plot summary for a potential American children's novel.,American,0.21,0.7,
American_37,"In ""The Adventures of Pip and the Missing Moon,"" a curious raccoon named Pip discovers that the moon has vanished from the night sky. Determined to save the night, Pip teams up with his best friend, Luna the owl. Together, they embark on a whimsical journey through enchanted forests and sparkling rivers, meeting quirky characters who each hold clues to the moon’s whereabouts. As they face challenges and solve riddles, Pip learns the importance of friendship, courage, and believing in oneself. Will they restore the moon before dawn, or will the world be forever dim? Join Pip in this magical quest!",Write a 100 word plot summary for a potential American children's novel.,American,0.13,0.62,
American_38,"In the whimsical town of Willowbrook, twelve-year-old Ellie discovers a hidden door in her grandmother’s attic that leads to a magical garden. Inside, she meets a talking squirrel named Nutty, who reveals that the garden is in peril, threatened by a mischievous shadow creature. Ellie learns she is the chosen Guardian of the Garden, destined to save it with the help of her new friends. Together, they embark on a thrilling adventure filled with puzzles, bravery, and the power of friendship. As Ellie uncovers her own courage, she realizes that even the smallest heroes can make a big difference.",Write a 100 word plot summary for a potential American children's novel.,American,0.15,0.66,
American_39,"Title: **The Whimsical Adventures of Ellie and Her Cloud Friends**

In the quaint town of Breezy Hollow, young Ellie discovers a hidden garden filled with magical clouds that can take on playful shapes and colors. When a sudden storm threatens to wash away her beloved garden, Ellie teams up with her cloud friends—Fluffy, Spark, and Misty—to save their home. Together, they embark on a thrilling adventure through the sky, learning the importance of friendship, courage, and creativity. Along the way, they encounter whimsical creatures, solve puzzles, and discover that sometimes, the brightest ideas come from thinking outside the box. Can they save the garden before it's too late?",Write a 100 word plot summary for a potential American children's novel.,American,0.03,0.57,
American_40,"Title: ""Whiskers and the Magical Map""

In the quaint town of Maplewood, a curious cat named Whiskers discovers an enchanted map hidden in the attic. This map reveals secret paths to magical realms filled with talking animals and whimsical adventures. When Whiskers’ best friend, a shy mouse named Max, is captured by a mischievous sorcerer, the duo embarks on a quest to rescue him. Along the way, they encounter clever fairies, brave knights, and a wise old turtle who teaches them about friendship and bravery. Together, they learn that even the smallest heroes can make a big difference in a world full of wonder.",Write a 100 word plot summary for a potential American children's novel.,American,0.19,0.65,
American_41,"**Title: The Secret Gardeners**

When ten-year-old Lily discovers a hidden garden in her new neighborhood, she uncovers a world of wonder and magic. The garden, long abandoned, is filled with talking flowers and mischievous garden gnomes. With the help of her new friends—an imaginative boy named Max and a shy girl named Ava—Lily sets out to restore the garden to its former glory. As they work together, they learn the importance of teamwork, friendship, and believing in themselves. But when a greedy developer threatens to destroy their magical sanctuary, the trio must hatch a clever plan to save their enchanting oasis.",Write a 100 word plot summary for a potential American children's novel.,American,0.09,0.56,
American_42,"In ""The Secret of Willow Creek,"" ten-year-old Mia discovers an ancient map hidden in her late grandmother's attic. The map leads to a mysterious forest rumored to be enchanted. With her loyal dog, Max, and her best friend, Leo, Mia embarks on an adventurous quest to uncover the forest's secrets. Along the way, they encounter magical creatures, solve puzzles, and learn the importance of friendship and bravery. As they unravel the forest's mysteries, Mia discovers her grandmother’s connection to the magic, realizing that the true treasure lies not in gold, but in the stories and memories shared with loved ones.",Write a 100 word plot summary for a potential American children's novel.,American,0.27,0.74,
American_43,"In ""The Secret of Maplewood Grove,"" twelve-year-old Lucy discovers a hidden map in her grandmother's attic that leads to a mysterious grove in their small town. Teaming up with her adventurous best friend, Max, they embark on a quest to uncover the grove's secrets, rumored to be home to magical creatures and forgotten treasures. Along the way, they face riddles, clever traps, and a rival group of treasure hunters. As they delve deeper, Lucy learns the importance of friendship, courage, and believing in the impossible, ultimately revealing the grove's true treasure—a hidden legacy of community and connection.",Write a 100 word plot summary for a potential American children's novel.,American,0.07,0.7,
American_44,"Title: ""The Time-Traveling Treehouse""

When siblings Mia and Leo discover a hidden treehouse in their backyard, they quickly learn it’s no ordinary play space. With the help of a quirky talking owl named Oliver, they unlock its magical powers and travel through time. Each adventure takes them to different eras, from the dinosaurs to ancient Egypt, where they must solve puzzles and help historical figures. But when a mischievous time thief threatens to alter history, the siblings must work together to restore the timeline and return home. Along the way, they learn the importance of teamwork, bravery, and the value of their own history.",Write a 100 word plot summary for a potential American children's novel.,American,0.17,0.62,
American_45,"In ""The Magic Paintbrush,"" ten-year-old Maya discovers an ancient paintbrush in her grandmother’s attic that brings her drawings to life. Excited and curious, she begins to create a vibrant world filled with talking animals and enchanted landscapes. However, Maya soon learns that each creation requires a sacrifice from her own life—removing a cherished memory. As her drawings start to fade and her memories disappear, Maya must choose between her love for adventure and the people she cares about. With help from her friends, she embarks on a quest to find a way to restore her memories and save her magical creations.",Write a 100 word plot summary for a potential American children's novel.,American,0.37,0.82,
American_46,"Title: ""The Secret of Maplewood Grove""

In the small town of Maplewood, twelve-year-old Emma discovers a hidden map in her grandmother's attic, leading to a mysterious grove rumored to grant wishes. Alongside her adventurous friends, Leo and Mia, she sets off to uncover the grove's secrets. As they navigate enchanted challenges and encounter whimsical creatures, they learn the true power of friendship, kindness, and believing in themselves. When their final wish reveals an unexpected twist, Emma must choose between her heart's desire and the happiness of her friends. Together, they discover that the greatest magic lies within their own hearts.",Write a 100 word plot summary for a potential American children's novel.,American,0.19,0.74,
American_47,"Title: *The Secret of Maple Grove*

When ten-year-old Lily discovers a hidden map in her grandmother's attic, she embarks on a thrilling adventure with her best friend, Max. The map leads them to Maple Grove, a magical forest where animals can talk and plants glow at night. As they explore, Lily and Max must solve riddles and confront the mischievous Shadow Sprites who threaten the forest's harmony. Along the way, they learn about friendship, courage, and the importance of protecting nature. With the fate of Maple Grove hanging in the balance, can they unlock the forest's secrets and save their newfound friends?",Write a 100 word plot summary for a potential American children's novel.,American,0.24,0.67,
American_48,"Title: ""The Secret of Willowbrook Woods""

Twelve-year-old Mia discovers a hidden map while exploring her grandmother's attic, leading her to the enchanting Willowbrook Woods. Along with her quirky best friend, Leo, they embark on a magical adventure filled with talking animals and whimsical creatures. As they follow the map's clues, they uncover a long-lost treasure that holds the key to saving the woods from a looming threat. Along the way, Mia learns about friendship, bravery, and the importance of protecting nature. With time running out, the duo must solve riddles and face challenges to restore harmony to their beloved Willowbrook Woods.",Write a 100 word plot summary for a potential American children's novel.,American,0.17,0.75,
American_49,"**Title: The Whimsical Wishing Tree**

In the small town of Willowbrook, a curious girl named Mia discovers an ancient tree in the woods that grants wishes—but only if they come from the heart. With her best friend, Oliver, Mia embarks on a magical adventure, making wishes to help their friends and neighbors. However, when a selfish wish accidentally causes chaos, they learn that true happiness doesn’t come from magic. Teaming up with the townsfolk, Mia and Oliver use their creativity and kindness to solve problems together, ultimately realizing that the greatest wishes are the ones that bring people closer.",Write a 100 word plot summary for a potential American children's novel.,American,0.23,0.75,
American_50,"Title: ""The Whimsical Adventures of Oliver and the Cloud Pirates""

In a small town, an imaginative boy named Oliver discovers a magical pair of binoculars that reveal a hidden world in the clouds. He stumbles upon the Cloud Pirates, a quirky crew led by Captain Nimbus, who are on a quest to find the legendary Rainbow Gem. Oliver joins their whimsical adventure, soaring through the sky on a fluffy cloud ship, dodging stormy rivals and solving riddles. Along the way, he learns the importance of friendship, courage, and believing in himself. Together, they uncover that the greatest treasure is the joy of adventure and teamwork.",Write a 100 word plot summary for a potential American children's novel.,American,0.21,0.64,
American_51,"In the quaint town of Maplewood, 10-year-old Ellie discovers a magical treehouse in her backyard that transports her to different worlds based on her greatest dreams. With her loyal dog, Max, by her side, they embark on incredible adventures—from soaring over candy mountains to diving deep into crystal-clear oceans filled with talking fish. However, when they accidentally unleash a mischievous creature from one of the worlds, Ellie must learn to embrace her fears and work with her friends to restore balance. Along the way, she discovers the power of friendship, courage, and the importance of believing in oneself.",Write a 100 word plot summary for a potential American children's novel.,American,0.45,0.8,
American_52,"Title: **The Secret of Maplewood Hollow**

In the quaint town of Maplewood, twins Mia and Max discover an ancient, dusty map hidden in their attic. It leads to a mysterious hollow filled with magical creatures and forgotten treasures. As they embark on an adventure, they must solve riddles, face mischievous sprites, and outsmart a grumpy old troll guarding a legendary treasure. Along the way, they learn the importance of bravery, teamwork, and the true value of friendship. With each challenge, they uncover secrets about their family's past, ultimately realizing that the greatest treasure lies not in gold, but in the bonds they share.",Write a 100 word plot summary for a potential American children's novel.,American,0.14,0.62,
American_53,"Title: ""The Secret of Maplewood Grove""

In the quaint town of Maplewood, twelve-year-old Mia discovers a hidden map in her late grandmother's attic, leading to a mysterious grove rumored to harbor enchanted creatures. Joined by her loyal friends, Sam and Lily, they embark on a quest to uncover the grove's secrets, facing challenges that test their courage and friendship. As they unravel clues and encounter whimsical beings, the trio learns the importance of teamwork and believing in the magic of nature. But when a greedy developer threatens the grove, they must unite their town to save the enchanting world they’ve come to cherish.",Write a 100 word plot summary for a potential American children's novel.,American,-0.08,0.71,
American_54,"Title: ""The Secret of Maplewood Tree""

In the quaint town of Maplewood, twelve-year-old Lucy discovers an ancient tree that whispers secrets when the wind blows. Curiosity sparks an adventure as she unravels the tree’s magical history, learning that it once protected the town from a mischievous spirit. With her loyal friends, Sam and Mia, Lucy races against time to restore the tree’s fading magic before the spirit wreaks chaos. Along the way, they uncover the importance of friendship, bravery, and community. As they confront challenges and solve riddles, Lucy realizes that sometimes, the greatest magic lies in believing in themselves.",Write a 100 word plot summary for a potential American children's novel.,American,0.41,0.92,
